Cycle_Index,Temperature_C,Voltage_V,Current_A,Charge_Time_s,Discharge_Time_s,Capacity_Ah,Material,RUL
1127,39.466757656988115,3.234900476019154,1.56664709571921,1507.450314754044,905.1441844620887,2.698898948939952,NMC,450.37760406703535
1460,54.93692952326642,3.0962145867260924,1.311290518894475,3993.9513463594803,3673.663865786354,1.7000829256398893,Silicon-Anode,61.23984655945033
861,56.02807456045034,3.8701951814224067,0.8383237876848404,4936.702255454265,3858.396007008855,1.665812046625103,Sodium-ion,614.4893695784878
1295,36.86883707493821,3.478498455545485,2.454913126367685,4772.253811435536,1234.3436509406124,2.8831389803584972,Solid-State,332.1818343187695
1131,31.073111889402064,4.027288683231699,2.206634373333172,1627.8453630593392,3931.9493328525905,2.6267225517338737,LFP,473.048948515464
1096,43.69401314373449,3.8243884608009626,1.4966660565884744,4476.525607583195,3278.3944028289616,2.384669401167118,LCO,474.2653414642128
1045,56.49453382466764,3.9953018131767104,1.7064908453680596,3758.873272929076,2628.322464544677,2.653780184993892,LFP,471.415003878216
122,28.42648756022666,3.339932549273061,0.9545221071193246,2706.155567989029,3837.9757518474016,2.143281541959958,LCO,1479.850451385835
467,44.91866334253931,3.8654486530763226,1.5875741407834938,3070.566176163862,2235.0720723439663,2.63768362096369,LFP,1089.2163090857773
1239,45.26240880370082,3.3300774808671485,1.8899402662429516,4368.320734926324,1356.5764292712493,2.0577044869118035,Solid-State,348.09506563733476
331,49.32452089661124,4.173835599312865,1.5303340567731776,2816.5667464811672,1710.9254387813933,1.8661418587389036,Solid-State,1202.1646420918344
1483,25.262707405090392,3.795467851916718,2.4805703411698827,2367.4709502415326,2570.139671343928,2.593520131939453,Sodium-ion,143.228878604049
88,48.63299858728354,3.4056397502191778,1.7226833124954524,2871.6394707091404,2672.190091425385,2.129508438235902,LFP,1490.049840182478
1397,56.36130082662564,3.336889827865341,1.241947425184338,3232.3451769472063,3741.7652231208112,2.972065656489292,LFP,198.6167935653553
1124,27.18732435480968,3.238658231339554,2.0443040552316765,1594.126145869065,3686.2756222441044,2.0242277734621514,Sodium-ion,525.1904230695865
872,29.501732996955106,3.86830119861716,0.8409250231632841,4583.812467121361,2867.329573097842,2.882591130796599,Sodium-ion,733.0615269577474
131,58.855803761665584,3.273394516247409,1.269031627412533,3631.5851850843783,3645.063385125358,2.8994438228506194,Solid-State,1386.89893070153
1333,27.23907810837959,3.744129082409361,1.1939179007551717,3459.7294528174534,1347.916487345317,1.862779420597119,Solid-State,321.3334127202961
770,54.17540373478317,3.3307937836566968,1.3636141902155545,1217.8841499586802,795.2516556638479,2.69733177238202,Silicon-Anode,748.5627612949746
344,39.69111425792139,3.827461180992336,2.0635596518574526,3337.5305403248854,4007.1719082753307,2.1496117577168476,LFP,1275.8119971367378
1438,29.889242976127083,4.018674660675674,1.468346064326815,1308.0347814016677,894.6625256748014,2.876287090845522,Solid-State,210.3798651708473
806,54.829996050900455,3.9725315539308164,2.0880289005319255,1130.530235820676,1562.0848760015895,2.1751864089528583,Solid-State,759.8763254191449
386,37.81221020010662,3.951064163663477,1.6529778062797318,3014.705761698052,3311.7439035351,2.6164555760060493,LFP,1210.8900644421328
1216,40.59269415718761,3.2346530071153152,1.1841388693151107,2491.699242995279,2196.8469567465054,2.2004511137456966,Sodium-ion,400.766728864281
956,34.36933477599062,3.1104811837306485,2.119957487366945,3273.0031346561377,4017.624482670484,1.8417011335692843,LFP,658.3605212889988
277,43.7180340573971,3.873686035609232,0.9765793411061832,1174.733105840402,1762.1211991828511,1.7990251934170294,NMC,1273.8481170419618
1185,26.54095490340091,3.4604340172429393,0.948765959599591,2610.1288639584855,646.2982520105013,2.1381467913845182,LFP,519.2691899124519
460,35.64326146607043,3.540432783004184,1.5090058481096715,1534.1042031896636,1772.556998186902,2.6332419855213223,NMC,1101.8025104616904
1338,58.7764928934115,3.0389363659917388,1.0216984919241778,4945.82036088129,2854.4926918208434,2.40760722777115,LFP,164.4255602937308
22,30.3253373080451,3.3244705615938113,0.5181740699024326,3156.8308922277324,2066.159664072844,2.532943934850815,NMC,1591.0229544720596
253,46.269466581651685,3.04209550484308,1.796595054597603,3687.2348159516428,2686.0037474591454,1.9234895260979137,NMC,1374.6297904998073
748,33.00760256898779,4.09898221575156,1.522187642944796,2166.756778866953,4018.732663456573,2.2221530189364085,LFP,921.1410618277116
857,50.93892502746402,3.304245854023163,1.3910356289863224,1197.9034420732455,4158.691711498437,1.5665928974539904,Silicon-Anode,720.5925034811988
475,25.23494642873399,3.69667146196626,2.4339370292366307,4898.657623690854,1637.2988521510372,2.726298623937181,Solid-State,1178.2937477256555
1083,58.79284180314179,3.048724150826413,1.6423983679258274,2002.2879486093696,2402.3478457526126,2.984838243359812,LCO,484.98308288347727
511,38.151581655345566,3.8335592391320725,2.2268631555787692,2579.994377729012,2741.6616594416596,2.1103185939370066,Solid-State,1108.102473474642
700,29.44201853385856,3.4037841821926174,0.7789004724103203,3529.428471150815,4301.5385818641635,1.516445479697315,NMC,956.6635101221437
976,22.939869893200505,4.1223989836970825,1.6384129262588554,903.7286502816673,4494.6075447411,1.754688959326421,LFP,692.7329049548532
190,26.79031620350163,4.110147736167544,2.2359592534618056,4203.088348172605,1518.088270481954,2.478790316625628,LFP,1457.6020709029121
958,40.79095794224071,3.4066132729521845,1.666211514559796,3053.628398120205,3435.2214982486803,2.418118977305789,LFP,628.5417013828777
687,33.48012705725145,4.126201119613085,1.936028356254003,1968.512185689053,2074.321142709461,2.681797079378316,LFP,929.8384919355151
958,53.15533463530438,4.245197091873473,1.2440871356244148,1058.7535382283709,631.6219678562315,1.8808260164416022,Silicon-Anode,588.5909526757345
563,37.235500946472236,4.031769580154935,0.6848990340741332,1482.4933449926539,636.0848375000191,2.645447873320701,LCO,1039.7379911834958
1268,29.948570903505196,4.056089184694036,1.4158005902541428,4559.142207184435,2396.2074294927975,2.5319760322855047,Sodium-ion,357.41893213088713
832,44.68579946416121,3.3112609201363625,1.288958781677715,3681.3017405307423,2504.506160716905,1.984221746570765,NMC,776.9949019608265
1155,48.27108867541783,3.7208779985721954,2.234120364757895,1849.5872308749374,688.0218166364264,2.318232222085443,LCO,320.24681857981045
647,26.681676316037994,3.08406989245921,0.9879906047049445,1075.523212769124,3279.0169254197795,1.72091071274749,Solid-State,1021.520475933878
21,26.704768651532707,3.118647421027087,2.433468455070216,3700.5843120238724,1746.6132155203172,2.1788467551533737,Sodium-ion,1636.1243930603437
841,21.466857077341718,4.248615765041613,2.416276239608992,3204.1124490646134,2783.5830959902028,2.8217960093334615,Sodium-ion,847.8066433970123
167,49.45608060262562,3.4082990617823885,0.9952632861428774,2498.982002724587,1773.5843853451331,2.131787069738086,LFP,1389.5538915631635
1298,46.552181104872204,3.935229890061058,1.196103910954641,2327.168086598268,1251.823827990298,2.759350059713133,LCO,263.4892772651101
388,38.98523502999255,4.00833131628352,2.29111148174777,1710.619958902255,2187.977580535614,2.3853800478895417,Solid-State,1243.2077694628977
